Instr Code     Open     High      Low    Close   %Chg  Trade       Volume    Value(Mn)

CORPORATE BONDs traded in Debt Market             =    1




                   PRICES IN SPOT TRANSACTIONS : 2016-12-18

                   ========================================
Instr Code     Open     High      Low    Close   %Chg  Trade       Volume    Value(Mn)

PADMAOIL     191.90   192.70   189.80   190.50   0.00    619       161621       30.849
                                                      ------    ---------    ---------
                                                         619       161621       30.849

Total number of scrips traded in Spot Market      =    1




           PRICES IN SPOT TRANSACTIONS (Treasury BONDs) : 2016-12-18
           =========================================================



Total number of BONDs traded in Spot Market       =    0




                    PRICES IN BLOCK TRANSACTIONS : 2016-12-18
                    =========================================

Instr Code    Max Price    Min Price    Trades    Quantity    Value(In Mn)

ABBANK            21.10        21.10         1     4015247          84.722
BANKASIA          17.60        17.60         1      481776           8.479
BERGERPBL       2330.00      2330.00         1        7000          16.310
CITYBANK          27.50        26.30         6     1876714          50.558
EXIMBANK          10.50        10.50         2      245146           2.574
MERCANBANK        14.00        14.00         1     1259683          17.636
MICEMENT          78.20        78.20         1       72080           5.637
MTB               23.00        23.00         1       81405           1.872
OLYMPIC          307.00       305.80         5      250000          76.630
ONEBANKLTD        16.30        15.70         2      820863          13.023
PREMIERBAN         8.70         8.70         1       59761           0.520
PUBALIBANK        23.70        23.70         1     1076718          25.518
QSMDRYCELL        97.50        97.50         1       15000           1.462
SIBL              17.00        17.00         1     8400000         142.800
SOUTHEASTB        16.90        16.90         1      857113          14.485
STANDBANKL        10.70        10.70         1     1070536          11.455
TRUSTBANK         22.50        22.50         1      281710           6.338
UTTARABANK        23.40        23.40         1      108156           2.531
YPL               32.40        32.40         1       55000           1.782
                                        ------    --------    ------------
                                            30    21033908         484.332

Total number of scrips traded in Block            =   19




           TOP 10 GAINERS (Based on Open Price and Last Trade Price)
           =========================================================

Instr Code        Open        High         Low        Last     Deviation

AGRANINS         21.70       24.00       21.70       24.00        10.599
HRTEX            30.60       33.60       30.60       33.60         9.804
GBBPOWER         19.00       20.80       18.80       20.80         9.474
SAPORTL          48.20       52.60       48.20       52.60         9.129
MIRACLEIND       56.80       61.40       56.80       61.10         7.570
NAVANACNG        61.50       66.10       61.50       66.10         7.480
ILFSL            10.90       11.70       10.90       11.70         7.339
STANDARINS       18.20       19.60       18.10       19.50         7.143
RSRMSTEEL        66.50       71.90       66.50       71.10         6.917
PREMIERLEA       13.20       14.10       13.20       14.10         6.818




                 TOP 10 GAINERS (Based on YCP and Close Price)
                 =============================================

Instr Code         YCP        High         Low       CLOSE        %CHG

NAVANACNG        60.10       66.10       61.50       66.10         9.983
SAPORTL          47.90       52.60       48.20       52.50         9.603
HRTEX            30.60       33.60       30.60       33.50         9.477
MIRACLEIND       56.00       61.40       56.80       61.20         9.286
RSRMSTEEL        66.10       71.90       66.50       71.00         7.413
UNIONCAP         16.20       17.60       16.30       17.40         7.407
APOLOISPAT       17.70       19.20       17.80       19.00         7.345
KDSALTD          82.60       89.80       83.20       88.20         6.780
ILFSL            10.90       11.70       10.90       11.60         6.422
SPCL            135.20      144.40      134.00      143.60         6.213




           TOP 10 LOSERS (Based on Open Price and Last Trade Price)
           ========================================================

Instr Code        Open        High         Low        Last     Deviation

JUTESPINN        59.10       59.10       54.00       54.00        -8.629
PRIMETEX         22.70       22.80       21.30       21.30        -6.167
RNSPIN           23.10       24.00       21.60       21.70        -6.061
RENWICKJA       670.00      670.00      630.20      631.00        -5.821
JMISMDL         177.00      180.00      168.30      168.30        -4.915
RAHIMTEXT       266.80      266.80      255.00      255.00        -4.423
LAFSURCEML       88.20       88.20       84.10       84.40        -4.308
NORTHERN        233.00      233.00      223.20      224.00        -3.863
HAKKANIPUL       49.80       49.80       47.50       47.90        -3.815
IMAMBUTTON       13.50       13.50       12.80       13.00        -3.704




                 TOP 10 LOSERS (Based on YCP and Close Price)
                 ============================================

Instr Code         YCP        High         Low       CLOSE        %CHG

MITHUNKNIT       68.70       59.90       56.90       57.20       -16.739
IDLC             61.10       52.10       50.00       52.10       -14.730
CNATEX            9.40        9.20        8.60        8.80        -6.383
ANLIMAYARN       30.30       30.50       28.30       28.60        -5.611
JAMUNAOIL       196.40      190.30      185.60      186.50        -5.041
RNSPIN           23.00       24.00       21.60       21.90        -4.783
FAMILYTEX         8.60        8.40        8.10        8.20        -4.651
LAFSURCEML       88.00       88.20       84.10       84.30        -4.205
WMSHIPYARD       31.30       31.00       29.30       30.00        -4.153
RENWICKJA       661.80      670.00      630.20      635.60        -3.959


<
